"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Optimal Load Scheduling Based on Mobile Edge Computing Technology in 5G Dense Networking","L. Xia; D. Guo; Y. Wang; D. Sun; W. Zhen; C. Jing","Director of the Institute Science and Technology Innovation Research Academy (Hebei) of CAICT Institute Co.,ltd Baoding, Hebei Province, China; Technology R&D Department Science and Technology, Innovation Research Academy (Hebei) of CAICT Institute Co.,ltd Baoding, Hebei Province, China; Technology R&D Department Science and Technology, Innovation Research Academy (Hebei) of CAICT Institute Co.,ltd Baoding, Hebei Province, China; Technology R&D Department Science and Technology, Innovation Research Academy (Hebei) of CAICT Institute Co.,ltd Baoding, Hebei Province, China; Technology R&D Department Science and Technology, Innovation Research Academy (Hebei) of CAICT Institute Co.,ltd Baoding, Hebei Province, China; Technology R&D Department Science and Technology, Innovation Research Academy (Hebei) of CAICT Institute Co.,ltd Baoding, Hebei Province, China","2022 3rd Asia Conference on Computers and Communications (ACCC)","22 Mar 2023","2022","","","137","142","Mobile Edge Computing (MEC) technology enables offloading of network tasks at the edge, combining edge IoT devices to provide proximity services for devices or terminals, solving the pressure and shortage of data storage, performance computing and decision analysis in the cloud platform. However, in the scenario of large-scale dense networking, the terminal deployment order is large and the tasks are large. Therefore, the system model based on mobile edge computing needs to be further optimized to meet the service requirements. In addition, the computing and storage resources of the edge computing nodes are limited, and there is a possibility of backlog of intensive task processing. Therefore, the mobile edge computing in the 5G intensive networking scenario still faces the task scheduling problem. Based on the above analysis, this paper proposes a task load balancing algorithm based on game theory. The algorithm can prove the upper limit of system cost by establishing a mathematical model for multi-terminal task processing and combining with the game mathematics theory to solve the optimal solution. he simulation results show that the algorithm proposed in this paper can reasonably utilize the edge resources and ensure the maximum benefit of the terminal equipment.","","979-8-3503-3295-7","10.1109/ACCC58361.2022.00030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10071575","mobile edge computing;5G intensive networking;load balancing;game theory;limited Resources","Performance evaluation;Multi-access edge computing;5G mobile communication;Processor scheduling;Computational modeling;Simulation;Games","","","","17","IEEE","22 Mar 2023","","","IEEE","IEEE Conferences"
"IoT (Internet of Things) based Solution Trend Identification and Analysis Research","D. Choi","Department of Software Engineering, Joongbu Univ., Seoul, South Korea","2022 IEEE/ACIS 7th International Conference on Big Data, Cloud Computing, and Data Science (BCD)","29 Sep 2022","2022","","","252","258","IoT shares data with other things, such as applications, networked devices, or industrial equipment. With a large-scale complex architecture de-sign composed of numerous ‘things’, the scalability and reliability of various models stand out. When these advantages are vulnerable to security, constant problems occur continuously. Since IoT devices are provided with services closely to users, it can be seen that there are many users with various hacking methods and environments vulnerable to hacking.","","978-1-6654-6582-3","10.1109/BCD54882.2022.9900777","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9900777","Internet of Things (IoT);Security;IoT Solution","Cloud computing;Scalability;Information sharing;Computer architecture;Data science;Market research;Internet of Things","","","","5","IEEE","29 Sep 2022","","","IEEE","IEEE Conferences"
"On Resident Strategy for White-Hat Botnet in Botnet Defense System","S. Yamaguchi; D. Makihara","Graduate School of Sciences and Technology for Innovation, Yamaguchi University, Ube, Japan; Graduate School of Sciences and Technology for Innovation, Yamaguchi University, Ube, Japan","2022 IEEE International Conference on Consumer Electronics - Taiwan","1 Sep 2022","2022","","","189","190","This paper proposes a new strategy, named resident strategy, for defending IoT networks from repeated infection of malicious botnets in the Botnet Defense System (BDS). The resident strategy aims to make a small-scale white-hat botnet resident in the network respond immediately to invading malicious botnets. The BDS controls the resident white-hat botnet with two parameters: upper and lower number of its bots. The lower limit prevents the white-hat botnet from disappearing, while the upper limit prevents it from filling up the network. The BDS with the strategy was modeled with agent-oriented Petri nets and was evaluated through the simulation. The result showed that the proposed strategy was able to deal with repeatedly invading malicious botnets with about half the scale of the conventional white-hat botnet.","2575-8284","978-1-6654-7050-6","10.1109/ICCE-Taiwan55306.2022.9869218","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9869218","Botnet Defense System;botnet;resident strategy;multi-agent;Petri net","Botnet;Petri nets;Filling;Consumer electronics","","1","","2","IEEE","1 Sep 2022","","","IEEE","IEEE Conferences"
"ELOFS: An Extensible Low-Overhead Flash File System for Resource-Scarce Embedded Devices","R. Zhang; D. Liu; X. Chen; X. She; C. Yang; Y. Tan; Z. Shen; Z. Shao; L. Qiao","Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China; Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China; Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China; Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China; Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China; Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China; School of Computer Science and Technology, Shandong University, Qingdao, China; Department of Computer Science and Engineering, The Chinese University of Hong Kong, NT, China; Beijing Institute of Control Engineering, Beijing, China","IEEE Transactions on Computers","8 Aug 2022","2022","71","9","2327","2340","Emerging applications like machine learning in embedded devices (e.g., satellites and vehicles) require huge storage space, which recently stimulates the widespread deployment of large-scale flash memory in IoT devices. However, existing embedded file systems fall short in managing large-capacity storage efficiently for two reasons. First, prior arts store data structures of file systems either in flash or in main memory, which severely magnifies the scarcity of computing and memory resources. Moreover, the fine-grained metadata management in the existing embedded file systems induces significant energy consumption for large-capacity storage. In this paper, we propose a novel embedded file system, ELOFS, to tackle the above issues and manage large-capacity NAND flash on resource-scarce devices. ELOFS is made efficient through three novel techniques. First, we redefine the space management granularity and streamline the metadata to speed up the mounting performance. In addition, we design hybrid file structures to adapt dissimilar access patterns of embedded devices. Furthermore, ELOFS provides opportunities for in-depth cooperation with application-specific systems. We implement ELOFS with Memory Technology Device (MTD) interfaces, and the experimental results show that ELOFS outperforms YAFFS and UBIFS in terms of write, read, and deletions with orders of magnitude reductions on memory footprint and mounting time.","1557-9956","","10.1109/TC.2022.3152079","National Natural Science Foundation of China(grant numbers:61672116,61802038,62162011); Chongqing High-Tech Research Key Program(grant numbers:cstc2019jscx-mbdx0063); Fundamental Research Funds for the Central Universities(grant numbers:0214005207005,2019CDJGFJSJ001); Chongqing Youth Talent Support Program(grant numbers:cstc2021ycjh-bgzxm0331); Chongqing Science Foundation for Distinguished Young Scholars(grant numbers:cstc2020jcyj-jqX0012); Chongqing Technology Innovation and Application Development Key Project(grant numbers:cstc2019jscx-mbdxX0022); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9715229","Embedded file systems;memory efficient;NAND flash","Ash;Performance evaluation;Random access memory;Metadata;Hardware;Memory management;Sensors","","","","46","IEEE","17 Feb 2022","","","IEEE","IEEE Journals"
"SMART IRRIGATION SYSTEM","M. D. Josephine; S. Gurunathan; V. Krishna; G. Nath; S. Ramasamy","Dept of Electronics and Communication Engineering, Coimbatore Institute of Technology, Coimbatore, India; Dept of Electronics and Communication Engineering, Coimbatore Institute of Technology, Coimbatore, India; Dept of Electronics and Communication Engineering, Coimbatore Institute of Technology, Coimbatore, India; Dept of Electronics and Communication Engineering, Coimbatore Institute of Technology, Coimbatore, India; Dept of Electronics and Communication Engineering, Coimbatore Institute of Technology, Coimbatore, India","2021 10th International Conference on Internet of Everything, Microwave Engineering, Communication and Networks (IEMECON)","4 Feb 2022","2021","","","1","4","Agriculture in India is livelihood for a majority of the population and can never be underestimated. This project mainly focuses on IoT based smart irrigation system which helps to reduce the manual work and save the time of farmers. Monitoring environmental conditions is the key factor to improve the yield of crops and to grow seasonal crops. It involves automated checking of moisture, humidity, water level and temperature of the land under cultivation. Automatic irrigation facility is provided for irrigation if and when required. The smart irrigation system comes with different sensors that monitors the environmental conditions and gives the sensed outputs to Arduino board. The farmers can get the required information from the developed mobile application through Wi-Fi module. This system can be used even in small scale terrace gardening. The system is carefully deployed in such a way that everyone can easily follow the steps and procedures and feasible to everyone.","","978-1-6654-2686-2","10.1109/IEMECON53809.2021.9689158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9689158","IoT;Arduino;Mobile Application;temperature sensor;soil moisture sensor","Temperature sensors;Temperature measurement;Irrigation;Temperature;Moisture;Crops;Statistics","","4","","11","IEEE","4 Feb 2022","","","IEEE","IEEE Conferences"
"An aquaculture monitoring system based on NB-IoT","L. Shu; X. Wen","Wuhan Institute of Technology, Wuhan, China; Wuhan Institute of Technology, Wuhan, China","2021 33rd Chinese Control and Decision Conference (CCDC)","30 Nov 2021","2021","","","5620","5624","In the traditional small-scale pond aquaculture field, the vast majority of individual farmers can only carry out the pond aquaculture based on experience and the breeding environment is hard to be accurately monitored, so the lower cost and high profit are unable to be achieved in this paper, an aquaculture monitoring system based on the narrow-band IoT is designed. The system is composed of acquisition and control module, wireless transmission module and user monitoring module. With the STM32L151RCT6 microcontroller as the core, the acquisition and control module are used to collect water quality parameter information and control the actuator to realize the adjustment of water quality parameters. In addition, after the water quality parameter information is transmitted to the STM32F103C8T6 through ZigBee wireless network, it is displayed on the LCD screen in real time and uploaded to the cloud platform. Users can monitor the aquaculture environment through the Web and mobile phone. The experimental results showed that the designed aquaculture monitoring system can realize the collection, monitoring and control of water quality parameters such as dissolved oxygen, PH and temperature.","1948-9447","978-1-6654-4089-9","10.1109/CCDC52312.2021.9601877","Wuhan institute of technology(grant numbers:CX2020085); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9601877","Aquaculture;Relay;NB-IoT;Cloud platform;ZigBee","Temperature sensors;Temperature measurement;Wireless sensor networks;Clouds;Wireless networks;Zigbee;Water quality","","","","10","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"X-on-interposer ecosystem to migrate IoT1.0 to value-added IoT2.0","C. -m. Fu; Y. -C. Wang","Biomedical Incubation Center D110; No.2, Shengyi 2nd Rd, Yuan Consulting Ltd., Zhubei City, Hsinchu County, Taiwan (R.O.C.); Department of Civil Engineering, NCKU, National Cheng Kung University, Tainan City, Taiwan (R.O.C.)","2020 15th International Microsystems, Packaging, Assembly and Circuits Technology Conference (IMPACT)","30 Nov 2020","2020","","","121","124","IoT applications normally involve heterogeneous integration of MCU, RF, sensor chips and discrete components, with the diversity but smaller quantity. PCB prototype is the first practical and cheap proof-of-concept (from 0 to 1) assembly using available package-ICs, components for initial functions test, software development and market trials, although with lower entry-barrier without much differentiation. SiP (system-in-package) is the next rationale revision option (from 1 to 2) for not only decent structural scaling, but also for system-level PPA$ (performance, power, formfactor and total cost) co-optimization, especially for the value-added sensor fusion, edge IoT2.0 applications or so called AIoT transformation. Such attempt of PCB migration to SiP options is not trivial to-be LEGO-like flows or simple ROI justification, if without deeper domain knowledges and chiplet design flow insights. Traditional SOC mindsets may be not sufficient, due to lacking system-level PPA(performance, power, area) considerations and more, such as thermal, stress management, decent what-if analysis and meaningful design-technology co-optimization among various structural stacking options. Some heterogenous cases are discussed in this article about IP/chip/package strategy, and potentially are developed for decent application-driven interposer platform technology proposals.","2150-5942","978-1-7281-9851-4","10.1109/IMPACT50485.2020.9268589","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9268589","SiP;structural scaling;chiplet design flow;AIoT transformation;design-technology co-optimization;X-on-interposer.","Sensors;Radio frequency;Integrated circuits;Stress;Layout;Bills of materials;Universal Serial Bus","","","","7","IEEE","30 Nov 2020","","","IEEE","IEEE Conferences"
"MBOX: Designing a Flexible IoT Multimodal Learning Analytics System","H. Ouhaichi; D. Spikol; B. Vogel","Department of Computer, Science and Media Technology Malmö University, Sweden; Department of Science Education, University of Copenhagen, Copenhagen, Denmark; Department of Computer, Science and Media Technology Malmö University, Sweden","2021 International Conference on Advanced Learning Technologies (ICALT)","2 Aug 2021","2021","","","122","126","Multimodal Learning Analytics (MMLA) provides opportunities for understanding and supporting collaborative problem-solving. However, the implementation of MMLA systems is challenging due to the lack of scalable technologies and limited solutions for collecting data from group work. This paper proposes the Multimodal Box (MBOX), an IoT-based system for MMLA, allowing the collection and processing of multimodal data from collaborative learning tasks. MBOX investigates the development and design for an IoT focusing on small group work in real-world settings. Moreover, MBOX promotes adaptation to different learning environments and enables a better scaling of computational resources used within the learning context.","2161-377X","978-1-6654-4106-3","10.1109/ICALT52272.2021.00044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9499820","Multimodal Learning Analytics;CSCL;IoT;Interaction Design;Human Social Signal Processing","Focusing;Collaboration;Signal processing;Collaborative work;Problem-solving;Task analysis","","1","","31","IEEE","2 Aug 2021","","","IEEE","IEEE Conferences"
"A new MBFF merging strategy for post-placement power optimization of IoT devices","Y. Attaoui; M. Chentouf; Z. E. Abidine Alaoui Ismaili; A. El Mourabit","Siemens EDA/CSD Calypto - Synthesis Solutions, Rabat, Morocco; Siemens EDA/CSD Calypto - Synthesis Solutions, Rabat, Morocco; Information, Communication and Embedded Systems (ICES) Team, Mohammed V University, Rabat, Morocco; System & Data Engineering Team. ENSA of Tangier, Abdelmalek Essaâdi University, Morocco","2021 IEEE/ACS 18th International Conference on Computer Systems and Applications (AICCSA)","25 Jan 2022","2021","","","1","6","Recently power has become the most important factor in VLSI design. As clock network is the largest design element in terms of power consumption in modern low-power Very Large Scale Integration (VLSI) Designs and IoT applications, several studies have been made in order to reduce the power leaks and unnecessary switching of the clock network. The clock gating, as well as the use of Multibit Flip Flops (MBFFs), are some of the widely used low-power technics.In this paper, we presented a novel approach for power consumption reduction in IoT systems by applying an iterative MBFF insertion. we will make several trials on the use of multi-bit Flip-Flops during each phase of logic Synthesis, Placement, and Optimization. In the first trial, we have measured the impact of MBFF merging on power and circuit performance in several development stages using 2-bits and 4-bits MBFFs. In the second trial, we have combined 2-bits and 4-bits MBFFs and measured the power numbers and circuit’s performance. Finally, we have applied an iterative MBFF merging algorithm and measure the PPA (Power, Performance, and Area) impact versus traditional MBFF implementation.The result of this experiment achieved a better total MBFF merging coverage of 76.6%, a good routability maintenance with less congestion, less wire-length by 3.8% leading to a switching power improvement of around 3.3% with no timing and area degradation.","2161-5330","978-1-6654-0969-8","10.1109/AICCSA53542.2021.9686857","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9686857","ASIC;Logic Synthesis;Low-Power;Clock Tree;Multibit Flip-Flop;IoT","Degradation;Power measurement;Power demand;Merging;Switches;Very large scale integration;Timing","","1","","18","IEEE","25 Jan 2022","","","IEEE","IEEE Conferences"
"Using Software-Defined Networking Technology for Delivering Software Updates to Wireless Sensor Networks","S. Buzura; V. Lazar; B. Iancu; A. Peculea; V. Dadarlat","Computer Science Department, Technical University of Cluj-Napoca, Cluj-Napoca, Romania; Computer Science Department, Technical University of Cluj-Napoca, Cluj-Napoca, Romania; Computer Science Department, Technical University of Cluj-Napoca, Cluj-Napoca, Romania; Computer Science Department, Technical University of Cluj-Napoca, Cluj-Napoca, Romania; Computer Science Department, Technical University of Cluj-Napoca, Cluj-Napoca, Romania","2021 20th RoEduNet Conference: Networking in Education and Research (RoEduNet)","10 Dec 2021","2021","","","1","6","The current paper proposes a system architecture where a distributed environment of wireless sensor networks (WSNs) can selectively receive software updates when enhanced with a Software-Defined Network (SDN) control environment. In the context of IoT, the current work aims to facilitate the deployment of software updates on WSNs in an automated fashion and also proposes the usage of this architecture in large scale business networks, where different areas of the same network may change their purpose at different times during the network lifecycle. A central component oversees the coordination of each WSN, but each WSN is responsible for retrieving its updates from the storage location. For security, the software updates are stored in a remote peer-2-peer storage location. A simulation environment is also presented which uses Mininet-Wifi as a WSN emulator with Pox controller as SDN enabler and uses the IPFS network as a remote peer-2-peer storage. The Pox controller’s host_tracker module is enhanced with features to retrieve the updates from the IPFS network and to deliver the retrieved information to each station on the network. The simulations show that information can be delivered with relatively small network overhead and changes to the Pox controller, making this a viable solution for delivering updates to WSNs.","2247-5443","978-1-6654-1351-0","10.1109/RoEduNet54112.2021.9637720","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9637720","SDN;WSN;Delivering software updates;IoT;Repurposing WSN","Wireless sensor networks;Education;Systems architecture;Computer architecture;Software;Security;Business","","1","","23","IEEE","10 Dec 2021","","","IEEE","IEEE Conferences"
"6G Connected Vehicle Framework to Support Intelligent Road Maintenance Using Deep Learning Data Fusion","M. Hijji; R. Iqbal; A. Kumar Pandey; F. Doctor; C. Karyotis; W. Rajeh; A. Alshehri; F. Aradah","Faculty of Computers and Information Technology, University of Tabuk, Tabuk, Saudi Arabia; College of Engineering and IT, University of Dubai, Dubai, United Arab Emirates; Interactive Coventry Ltd., Coventry, U.K; Centre for Computational Intelligence, School of Computer Science and Electronic Engineering, University of Essex, Colchester, U.K.; Interactive Coventry Ltd., Coventry, U.K; Faculty of Computers and Information Technology, University of Tabuk, Tabuk, Saudi Arabia; Department of Computer Science, Applied College, University of Tabuk, Tabuk, Saudi Arabia; Centre for Computational Intelligence, School of Computer Science and Electronic Engineering, University of Essex, Colchester, U.K.","IEEE Transactions on Intelligent Transportation Systems","7 Jul 2023","2023","24","7","7726","7735","The growth of IoT, edge and mobile Artificial Intelligence (AI) is supporting urban authorities exploit the wealth of information collected by Connected and Autonomous Vehicles (CAV), to drive the development of transformative intelligent transport applications for addressing smart city challenges. A critical challenge is timely and efficient road infrastructure maintenance. This paper proposes an intelligent hierarchical framework for road infrastructure maintenance that exploits the latest developments in 6G communication technologies, deep learning techniques, and mobile edge AI training approaches. The proposed framework abides with the stringent requirements of training efficient machine learning applications for CAV, and is able to exploit the vast numbers of CAVs forecasted to be present on future road networks. At the core of our framework is a novel Convolution Neural Networks (CNN) model which fuses imagery and sensory data to perform pothole detection. Experiments show the proposed model can achieve state of the art performance in comparison to existing approaches while being simple, cost-effective and computationally efficient to deploy. The proposed system can form part of a federated learning framework for facilitating large scale real-time road surface condition monitoring and support adaptive resource allocation for road infrastructure maintenance.","1558-0016","","10.1109/TITS.2023.3235151","Deanship of Scientific Research at the University of Tabuk(grant numbers:0195-1442-S); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10021225","6G;deep learning;mobile edge intelligence;pothole detection;federated learning;intelligent transportation systems","Roads;Maintenance engineering;Data models;Computational modeling;6G mobile communication;Training;Smart phones","","13","","60","IEEE","18 Jan 2023","","","IEEE","IEEE Journals"
"Distributed Fractionalized Data Networks For Data Integrity","A. Majumdar; G. Mohan","Virgil Systems, Toronto; Virgil Systems, Toronto","2020 IEEE International Conference on Blockchain and Cryptocurrency (ICBC)","17 Aug 2020","2020","","","1","3","The world is being transformed by the onset of new high speed 5G Technologies that open the possibility of IoT networks at scale. This demands delivery guarantees and coordinated distributed communications that are resistant to damage and can self-heal under adversity. The speed of change is increasing with increased automation, artificial intelligence, information from multiple sources, integrated systems of systems and emerging quantum technologies. Current distributed consensus checking mechanisms are computationally intensive and fail to scale along with these changes because of the complexity of proof of work calculations or the unnecessary need to bind in domain specific elements such as cryptocurrencies. Furthermore, these mechanisms are brittle in that small changes in messages can cause restarts or failure of integrity checks, or they introduce domain specific elements (e.g. monetary design that has little to do with integrity). We propose distributed ledgers as a pure technology coupled with a strong proof protocol for exchanges, called ""Proof of Integrity"" without any need for cryptocurrencies or other domain specific elements. Proof of Integrity provides distributed data guarantees and operational continuity through adversity or breakdowns while creating a reliable and trustworthy layer for the application specificity of domain specific elements.","","978-1-7281-6680-3","10.1109/ICBC48266.2020.9169392","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9169392","","Peer-to-peer computing;Distributed databases;Data integrity;Resistance;Cryptography","","","","5","IEEE","17 Aug 2020","","","IEEE","IEEE Conferences"
"Efficient Edge Server Computing on a Scaled IoT Based Sensory Network","S. A. Amin; M. R. Ghoto; U. S. Khan; H. Jabbar","Department of Mechatronics Engineering College of E&ME, National University of Science and Technology, Pakistan; Department of Mechatronics Engineering College of E&ME, National University of Science and Technology, Pakistan; Department of Mechatronics Engineering College of E&ME, National University of Science and Technology, Pakistan; Department of Mechatronics Engineering College of E&ME, National University of Science and Technology, Pakistan","2021 International Conference on Robotics and Automation in Industry (ICRAI)","28 Dec 2021","2021","","","1","5","Edge server-based computing is one the most effective way of approaching and dealing with the problem of a wide or scaled sensory network where we have an excessive amount of data to deal with. The approach to implementing such a system used here offers not just a singular set of sensor networks but allows users to control, add and/or maintain the entire daisy chain of the sensory network on a local scale controlled by IoT cloud access and local computing potential using Raspberry Pi as the main edge computing resource. In this method, the ESP32 sensor node will do a small computation on the sensed data. It can be read in any form either analog or digital. After computation, it will send these data packets by publishing them to the locally connected edge node created by using Edge X Foundry service, management tools, and Mosquitto as the main broker. This edge node gathers the data from all the sensors and then publishes them accordingly to the cloud server based on subscriptions configured by the cloud host. The main objective of this project is to achieve a high level of control that allows users to manipulate a local system that is capable of locally administering and governing the data and release them upon requests with minimal possible power draw, having a potential of scalability as well as portability as compared to the solutions currently available and used. This method has the potential to be applied on any kind of application ranging from consumer, industrial or infrastructural levels.","","978-1-6654-2343-4","10.1109/ICRAI54018.2021.9651429","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9651429","Data acquisition;Edge Computing;Edge X Foundry;IIoT;cloud;Mosquitto;Northbound / Southbound data flow","Cloud computing;Automation;Publishing;Scalability;Organizations;Robot sensing systems;Servers","","","","7","IEEE","28 Dec 2021","","","IEEE","IEEE Conferences"
"Q-Learning Algorithm Enabled Topology Control Scheme in Power Line Communication Networks","L. Liu; L. Zheng; Y. Wang","State Grid Dalian Electric Power Supply Company, Liaoning, China; State Grid Dalian Electric Power Supply Company, Liaoning, China; State Grid Dalian Electric Power Supply Company, Liaoning, China","2022 4th International Conference on Smart Power & Internet Energy Systems (SPIES)","3 Apr 2023","2022","","","2229","2232","The topology control technology is of great importance in the Power Line Communications (PLC) networks for smart power grid. Due to the weak topology controlling ability of current large-scale PLC networks, the throughput of current PLC networks is limited seriously and fail to support more real-time services. To deal with this problem, this paper proposes a Q-Learning algorithm enabled topology control scheme of PLC networks. This robust topology control scheme introduces the Q-learning algorithm into the CSMA/CA protocol and adopts the Markov process to build the networking model of PLC system. Through period on-line learning by proposed algorithm, the robust topology can be established in PLC networks. Test results show that the proposed approach can improve topology control ability for real-time services by smart grid IoT (SG-IoT) systems, in terms of both packet loss rate and time delay performance with great feasibility and efficiency.","","978-1-6654-8957-7","10.1109/SPIES55999.2022.10082615","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10082615","Topology control scheme;Q-learning algorithm;power line communications;smart grid IoT","Q-learning;Multicast algorithms;Protocols;Network topology;Power line communications;Packet loss;Markov processes","","","","15","IEEE","3 Apr 2023","","","IEEE","IEEE Conferences"
"A Secured IoT Scheme for Microgrids Monitoring","J. Martínez-Martínez; C. Carvajal-Jiménez; D. A. Aponte-Roa","Electrical and Computer Engineering Department, Universidad Ana G. Méndez, Gurabo Campus, Gurabo, Puerto Rico; Computer Science Department, Universidad Ana G. Méndez, Cupey Campus, Cupey, Puerto Rico; Electrical and Computer Engineering Department, Universidad Ana G. Méndez, Gurabo Campus, Gurabo, Puerto Rico","2020 10th Annual Computing and Communication Workshop and Conference (CCWC)","12 Mar 2020","2020","","","0986","0990","A microgrid is a small-scale grid for electricity generation and distribution to small communities using different energy sources such as the sun and the wind. This paper presents a secured IoT scheme to monitor a DC microgrid components for improving its performance. The key idea is to set up a Wireless Sensor Network in which the sensor nodes are connected to a network using the Zigbee protocol and allow external communication through a sink node. A mobile application allows the user to monitor and control the system via the Internet to minimize the waste of energy. For security purposes, data are authenticated, encrypted, and decrypted for avoiding malicious attacks. In addition, the sink node has an encrypted key-based protocol for establishing a secured remote login with the authorized users. Also, a firewall and network intrusion detection & prevention system was implemented to protect the devices and their local data. Our results demonstrate the feasibility of this proposed scheme in a real microgrid.","","978-1-7281-3783-4","10.1109/CCWC47524.2020.9031280","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9031280","IoT;Microgrid;Security;Privacy;Network;Pen-Test;DoS;Stress-Test","Cryptography;Microgrids;Cloud computing;Protocols;Monitoring;Firewalls (computing)","","","","15","IEEE","12 Mar 2020","","","IEEE","IEEE Conferences"
"Efficient and Distributed Temporal Pattern Mining","N. Ho; V. L. Ho; T. Bach Pedersen; M. Vu","Department of Computer Science, Aalborg University, Denmark; Department of Computer Science, Aalborg University, Denmark; Department of Computer Science, Aalborg University, Denmark; Department of Electrical & Computer Engineering, Tufts University, Medford, MA, USA","2021 IEEE International Conference on Big Data (Big Data)","13 Jan 2022","2021","","","335","343","The widespread deployment of IoT systems in the real world today has enabled the generation and collection of an enormous amount of sensor times series. One of the important mining techniques to extract patterns from time series is temporal pattern mining (TPM). Unlike the sequential pattern mining, TPM adds an additional temporal dimension, i.e., time intervals, into extracted patterns, making them more informative. However, adding the extra temporal dimension into patterns results in an additional exponential factor to the growth of the search space, and thus, significantly increases the mining complexity. Current TPM approaches work sequentially, therefore, cannot scale to large datasets. In this paper, we propose Distributed Hierarchical Pattern Graph TPM (DHPG-TPM), the first distributed solution that supports large-scale TPM using the leading distributed platform Apache Spark. Moreover, DHPG-TPM employs efficient data structures, distributed bitmap and distributed Hierarchical Pattern Graph that are carefully designed to work efficiently in a distributed environment to enable fast computations of support and confidence. To address the exponential search space of TPM, we design effective distributed pruning techniques based on the Apriori principle and the transitivity property of temporal relations to reduce the search space while minimizing the communication overhead between the cluster nodes. We conduct extensive experiments on real-world and synthetic datasets, showing that DHPG-TPM outperforms the sequential baselines and scales to very large datasets.","","978-1-6654-3902-2","10.1109/BigData52589.2021.9671753","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671753","","Conferences;Time series analysis;Cluster computing;Big Data;Data structures;Computational efficiency;Complexity theory","","3","","26","IEEE","13 Jan 2022","","","IEEE","IEEE Conferences"
